Date,Product,Units_Sold,Revenue
2024-07-20,Product B,20,300
2024-07-20,Product C,44,440
2024-07-21,Product A,23,460
2024-07-21,Product B,39,585
2024-07-21,Product C,13,130
2024-07-22,Product A,13,260
2024-07-22,Product B,37,555
2024-07-22,Product C,17,170
2024-07-23,Product A,11,220
2024-07-23,Product B,31,465
2024-07-23,Product C,25,250
2024-07-24,Product A,38,760
2024-07-24,Product B,39,585
2024-07-24,Product C,21,210
2024-07-25,Product A,44,880
2024-07-25,Product B,20,300
2024-07-25,Product C,30,300
2024-07-26,Product A,30,600
2024-07-26,Product B,14,210
2024-07-26,Product C,29,290
2024-07-27,Product A,46,920
2024-07-27,Product B,12,180
2024-07-27,Product C,42,420
2024-07-28,Product A,18,360
2024-07-28,Product B,18,270
2024-07-28,Product C,13,130
2024-07-29,Product A,44,880
2024-07-29,Product B,26,390
2024-07-29,Product C,43,430
2024-07-30,Product A,33,660
2024-07-30,Product B,41,615
2024-07-30,Product C,10,100
2024-07-31,Product A,17,340
2024-07-31,Product B,32,480
2024-07-31,Product C,49,490
2024-08-01,Product A,21,420
2024-08-01,Product B,21,315
2024-08-01,Product C,24,240
2024-08-02,Product A,28,560
2024-08-02,Product B,35,525
2024-08-02,Product C,38,380
2024-08-03,Product A,31,620
2024-08-03,Product B,49,735
2024-08-03,Product C,30,300
2024-08-04,Product A,47,940
2024-08-04,Product B,29,435
2024-08-04,Product C,38,380
2024-08-05,Product A,13,260
2024-08-05,Product B,16,240
2024-08-05,Product C,37,370
2024-08-06,Product A,37,740
2024-08-06,Product B,13,195
2024-08-06,Product C,31,310
2024-08-07,Product A,21,420
2024-08-07,Product B,12,180
2024-08-07,Product C,31,310
2024-08-08,Product A,11,220
2024-08-08,Product B,33,495
2024-08-08,Product C,43,430
2024-08-09,Product A,36,720
2024-08-09,Product B,10,150
2024-08-09,Product C,17,170
2024-08-10,Product A,32,640
2024-08-10,Product B,47,705
2024-08-10,Product C,15,150
2024-08-11,Product A,31,620
2024-08-11,Product B,34,510
2024-08-11,Product C,27,270
2024-08-12,Product A,26,520
2024-08-12,Product B,21,315
2024-08-12,Product C,15,150
2024-08-13,Product A,35,700
2024-08-13,Product B,36,540
2024-08-13,Product C,17,170
2024-08-14,Product A,28,560
2024-08-14,Product B,10,150
2024-08-14,Product C,38,380
2024-08-15,Product A,44,880
2024-08-15,Product B,49,735
2024-08-15,Product C,23,230
2024-08-16,Product A,44,880
2024-08-16,Product B,29,435
2024-08-16,Product C,22,220
2024-08-17,Product A,47,940
2024-08-17,Product B,17,255
2024-08-17,Product C,29,290
2024-08-18,Product A,42,840
2024-08-18,Product B,35,525
2024-08-18,Product C,48,480
2024-08-19,Product A,30,600
2024-08-19,Product B,18,270
2024-08-19,Product C,33,330
2024-08-20,Product A,46,920
2024-08-20,Product B,26,390
2024-08-20,Product C,33,330
2024-08-21,Product A,30,600
2024-08-21,Product B,48,720
2024-08-21,Product C,48,480
2024-08-22,Product A,22,440
2024-08-22,Product B,20,300
2024-08-22,Product C,28,280
2024-08-23,Product A,20,400
2024-08-23,Product B,22,330
2024-08-23,Product C,10,100
2024-08-24,Product A,49,980
2024-08-24,Product B,28,420
2024-08-24,Product C,21,210
2024-08-25,Product A,17,340
2024-08-25,Product B,17,255
2024-08-25,Product C,21,210
2024-08-26,Product A,42,840
2024-08-26,Product B,35,525
2024-08-26,Product C,48,480
2024-08-27,Product A,37,740
2024-08-27,Product B,14,210
2024-08-27,Product C,17,170
2024-08-28,Product A,34,680
2024-08-28,Product B,36,540
2024-08-28,Product C,32,320
2024-08-29,Product A,39,780
2024-08-29,Product B,32,480
2024-08-29,Product C,29,290
2024-08-30,Product A,27,540
2024-08-30,Product B,27,405
2024-08-30,Product C,11,110
2024-08-31,Product A,13,260
2024-08-31,Product B,39,585
2024-08-31,Product C,42,420
2024-09-01,Product A,45,900
2024-09-01,Product B,27,405
2024-09-01,Product C,46,460
2024-09-02,Product A,28,560
2024-09-02,Product B,37,555
2024-09-02,Product C,49,490
2024-09-03,Product A,29,580
2024-09-03,Product B,42,630
2024-09-03,Product C,21,210
2024-09-04,Product A,24,480
2024-09-04,Product B,48,720
2024-09-04,Product C,11,110
2024-09-05,Product A,38,760
2024-09-05,Product B,19,285
2024-09-05,Product C,11,110
2024-09-06,Product A,20,400
2024-09-06,Product B,22,330
2024-09-06,Product C,19,190
2024-09-07,Product A,23,460
2024-09-07,Product B,27,405
2024-09-07,Product C,18,180
2024-09-08,Product A,48,960
2024-09-08,Product B,37,555
2024-09-08,Product C,12,120
2024-09-09,Product A,29,580
2024-09-09,Product B,15,225
2024-09-09,Product C,36,360
2024-09-10,Product A,11,220
2024-09-10,Product B,38,570
2024-09-10,Product C,47,470
2024-09-11,Product A,12,240
2024-09-11,Product B,25,375
2024-09-11,Product C,39,390
2024-09-12,Product A,49,980
2024-09-12,Product B,11,165
2024-09-12,Product C,26,260
2024-09-13,Product A,21,420
2024-09-13,Product B,44,660
2024-09-13,Product C,10,100
2024-09-14,Product A,24,480
2024-09-14,Product B,35,525
2024-09-14,Product C,46,460
2024-09-15,Product A,30,600
2024-09-15,Product B,40,600
2024-09-15,Product C,34,340
2024-09-16,Product A,32,640
2024-09-16,Product B,33,495
2024-09-16,Product C,47,470
2024-09-17,Product A,37,740
2024-09-17,Product B,30,450
2024-09-17,Product C,27,270
2024-09-18,Product A,45,900
2024-09-18,Product B,44,660
2024-09-18,Product C,18,180
2024-09-19,Product A,47,940
2024-09-19,Product B,39,585
2024-09-19,Product C,43,430
2024-09-20,Product A,41,820
2024-09-20,Product B,12,180
2024-09-20,Product C,12,120
2024-09-21,Product A,37,740
2024-09-21,Product B,24,360
2024-09-21,Product C,32,320
2024-09-22,Product A,49,980
2024-09-22,Product B,20,300
2024-09-22,Product C,41,410
2024-09-23,Product A,45,900
2024-09-23,Product B,42,630
2024-09-23,Product C,33,330
2024-09-24,Product A,48,960
2024-09-24,Product B,43,645
2024-09-24,Product C,37,370
2024-09-25,Product A,46,920
2024-09-25,Product B,16,240
2024-09-25,Product C,13,130
2024-09-26,Product A,46,920
2024-09-26,Product B,10,150
2024-09-26,Product C,10,100
2024-09-27,Product A,29,580
2024-09-27,Product B,28,420
2024-09-27,Product C,38,380
2024-09-28,Product A,19,380
2024-09-28,Product B,27,405
2024-09-28,Product C,37,370
2024-09-29,Product A,44,880
2024-09-29,Product B,40,600
2024-09-29,Product C,36,360
2024-09-30,Product A,20,400
2024-09-30,Product B,47,705
2024-09-30,Product C,14,140
2024-10-01,Product A,17,340
2024-10-01,Product B,43,645
2024-10-01,Product C,21,210
2024-10-02,Product A,47,940
2024-10-02,Product B,10,150
2024-10-02,Product C,40,400
2024-10-03,Product A,13,260
2024-10-03,Product B,14,210
2024-10-03,Product C,39,390
2024-10-04,Product A,33,660
2024-10-04,Product B,12,180
2024-10-04,Product C,20,200
2024-10-05,Product A,13,260
2024-10-05,Product B,35,525
2024-10-05,Product C,36,360
2024-10-06,Product A,36,720
2024-10-06,Product B,15,225
2024-10-06,Product C,24,240
2024-10-07,Product A,39,780
2024-10-07,Product B,46,690
2024-10-07,Product C,46,460
2024-10-08,Product A,46,920
2024-10-08,Product B,44,660
2024-10-08,Product C,32,320
2024-10-09,Product A,15,300
2024-10-09,Product B,13,195
2024-10-09,Product C,27,270
2024-10-10,Product A,18,360
2024-10-10,Product B,38,570
2024-10-10,Product C,22,220
2024-10-11,Product A,26,520
2024-10-11,Product B,41,615
2024-10-11,Product C,31,310
2024-10-12,Product A,13,260
2024-10-12,Product B,14,210
2024-10-12,Product C,46,460
2024-10-13,Product A,22,440
2024-10-13,Product B,43,645
2024-10-13,Product C,31,310
2024-10-14,Product A,32,640
2024-10-14,Product B,12,180
2024-10-14,Product C,43,430
2024-10-15,Product A,41,820
2024-10-15,Product B,30,450
2024-10-15,Product C,30,300
2024-10-16,Product A,20,400
2024-10-16,Product B,48,720
2024-10-16,Product C,13,130
2024-10-17,Product A,10,200
2024-10-17,Product B,37,555
2024-10-17,Product C,33,330
2024-10-18,Product A,44,880
2024-10-18,Product B,22,330
2024-10-18,Product C,43,430
2024-10-19,Product A,20,400
2024-10-19,Product B,45,675
2024-10-19,Product C,26,260
2024-10-20,Product A,44,880
2024-10-20,Product B,27,405
2024-10-20,Product C,49,490
2024-10-21,Product A,31,620
2024-10-21,Product B,33,495
2024-10-21,Product C,28,280
2024-10-22,Product A,46,920
2024-10-22,Product B,48,720
2024-10-22,Product C,30,300
2024-10-23,Product A,17,340
2024-10-23,Product B,37,555
2024-10-23,Product C,14,140
2024-10-24,Product A,26,520
2024-10-24,Product B,46,690
2024-10-24,Product C,45,450
2024-10-25,Product A,28,560
2024-10-25,Product B,36,540
2024-10-25,Product C,43,430
2024-10-26,Product A,20,400
2024-10-26,Product B,21,315
2024-10-26,Product C,30,300
2024-10-27,Product A,20,400
2024-10-27,Product B,48,720
2024-10-27,Product C,37,370
2024-10-28,Product A,14,280
2024-10-28,Product B,26,390
2024-10-28,Product C,29,290
2024-10-29,Product A,21,420
2024-10-29,Product B,15,225
2024-10-29,Product C,26,260
2024-10-30,Product A,28,560
2024-10-30,Product B,35,525
2024-10-30,Product C,41,410
2024-10-31,Product A,15,300
2024-10-31,Product B,45,675
2024-10-31,Product C,47,470
2024-11-01,Product A,20,400
2024-11-01,Product B,42,630
2024-11-01,Product C,33,330
2024-11-02,Product A,32,640
2024-11-02,Product B,24,360
2024-11-02,Product C,36,360
2024-11-03,Product A,20,400
2024-11-03,Product B,26,390
2024-11-03,Product C,23,230
2024-11-04,Product A,36,720
2024-11-04,Product B,27,405
2024-11-04,Product C,37,370
2024-11-05,Product A,13,260
2024-11-05,Product B,16,240
2024-11-05,Product C,44,440
2024-11-06,Product A,18,360
2024-11-06,Product B,17,255
2024-11-06,Product C,26,260
2024-11-07,Product A,26,520
2024-11-07,Product B,42,630
2024-11-07,Product C,41,410
2024-11-08,Product A,17,340
2024-11-08,Product B,28,420
2024-11-08,Product C,47,470
2024-11-09,Product A,12,240
2024-11-09,Product B,14,210
2024-11-09,Product C,22,220
2024-11-10,Product A,40,800
2024-11-10,Product B,25,375
2024-11-10,Product C,41,410
2024-11-11,Product A,31,620
2024-11-11,Product B,38,570
2024-11-11,Product C,31,310
2024-11-12,Product A,12,240
2024-11-12,Product B,19,285
2024-11-12,Product C,30,300
2024-11-13,Product A,25,500
2024-11-13,Product B,21,315
2024-11-13,Product C,11,110
2024-11-14,Product A,33,660
2024-11-14,Product B,44,660
2024-11-14,Product C,39,390
2024-11-15,Product A,39,780
2024-11-15,Product B,44,660
2024-11-15,Product C,28,280
2024-11-16,Product A,17,340
2024-11-16,Product B,35,525
2024-11-16,Product C,49,490
2024-11-17,Product A,16,320
2024-11-17,Product B,39,585
2024-11-17,Product C,16,160
2024-11-18,Product A,12,240
2024-11-18,Product B,10,150
2024-11-18,Product C,45,450
2024-11-19,Product A,34,680
2024-11-19,Product B,46,690
2024-11-19,Product C,10,100
2024-11-20,Product A,24,480
2024-11-20,Product B,46,690
2024-11-20,Product C,22,220
2024-11-21,Product A,49,980
2024-11-21,Product B,17,255
2024-11-21,Product C,14,140
2024-11-22,Product A,18,360
2024-11-22,Product B,10,150
2024-11-22,Product C,45,450
2024-11-23,Product A,44,880
2024-11-23,Product B,11,165
2024-11-23,Product C,49,490
2024-11-24,Product A,32,640
2024-11-24,Product B,18,270
2024-11-24,Product C,43,430
2024-11-25,Product A,23,460
2024-11-25,Product B,13,195
2024-11-25,Product C,39,390
2024-11-26,Product A,40,800
2024-11-26,Product B,47,705
2024-11-26,Product C,20,200
2024-11-27,Product A,44,880
2024-11-27,Product B,17,255
2024-11-27,Product C,12,120
2024-11-28,Product A,23,460
2024-11-28,Product B,22,330
2024-11-28,Product C,41,410
2024-11-29,Product A,43,860
2024-11-29,Product B,28,420
2024-11-29,Product C,47,470
2024-11-30,Product A,25,500
2024-11-30,Product B,11,165
2024-11-30,Product C,49,490
2024-12-01,Product A,26,520
2024-12-01,Product B,43,645
2024-12-01,Product C,25,250
2024-12-02,Product A,47,940
2024-12-02,Product B,11,165
2024-12-02,Product C,11,110
2024-12-03,Product A,35,700
2024-12-03,Product B,22,330
2024-12-03,Product C,40,400
2024-12-04,Product A,43,860
2024-12-04,Product B,48,720
2024-12-04,Product C,12,120
2024-12-05,Product A,17,340
2024-12-05,Product B,32,480
2024-12-05,Product C,23,230
2024-12-06,Product A,36,720
2024-12-06,Product B,38,570
2024-12-06,Product C,48,480
2024-12-07,Product A,48,960
2024-12-07,Product B,10,150
2024-12-07,Product C,26,260
2024-12-08,Product A,39,780
2024-12-08,Product B,22,330
2024-12-08,Product C,30,300
2024-12-09,Product A,28,560
2024-12-09,Product B,28,420
2024-12-09,Product C,34,340
2024-12-10,Product A,31,620
2024-12-10,Product B,40,600
2024-12-10,Product C,26,260
2024-12-11,Product A,32,640
2024-12-11,Product B,41,615
2024-12-11,Product C,19,190
2024-12-12,Product A,19,380
2024-12-12,Product B,45,675
2024-12-12,Product C,17,170
2024-12-13,Product A,29,580
2024-12-13,Product B,41,615
2024-12-13,Product C,23,230
2024-12-14,Product A,37,740
2024-12-14,Product B,33,495
2024-12-14,Product C,24,240
2024-12-15,Product A,31,620
2024-12-15,Product B,39,585
2024-12-15,Product C,13,130
2024-12-16,Product A,22,440
2024-12-16,Product B,32,480
2024-12-16,Product C,17,170
2024-12-17,Product A,27,540
2024-12-17,Product B,21,315
2024-12-17,Product C,40,400
2024-12-18,Product A,23,460
2024-12-18,Product B,43,645
2024-12-18,Product C,27,270
2024-12-19,Product A,43,860
2024-12-19,Product B,20,300
2024-12-19,Product C,21,210
2024-12-20,Product A,24,480
2024-12-20,Product B,40,600
2024-12-20,Product C,38,380
2024-12-21,Product A,35,700
2024-12-21,Product B,27,405
2024-12-21,Product C,41,410
2024-12-22,Product A,31,620
2024-12-22,Product B,47,705
2024-12-22,Product C,26,260
2024-12-23,Product A,32,640
2024-12-23,Product B,33,495
2024-12-23,Product C,17,170
2024-12-24,Product A,15,300
2024-12-24,Product B,14,210
2024-12-24,Product C,38,380
2024-12-25,Product A,37,740
2024-12-25,Product B,20,300
2024-12-25,Product C,10,100
2024-12-26,Product A,28,560
2024-12-26,Product B,18,270
2024-12-26,Product C,36,360
2024-12-27,Product A,43,860
2024-12-27,Product B,13,195
2024-12-27,Product C,45,450
2024-12-28,Product A,27,540
2024-12-28,Product B,24,360
2024-12-28,Product C,22,220
2024-12-29,Product A,28,560
2024-12-29,Product B,15,225
2024-12-29,Product C,21,210
2024-12-30,Product A,46,920
2024-12-30,Product B,26,390
2024-12-30,Product C,32,320
2024-12-31,Product A,35,700
2024-12-31,Product B,38,570
2024-12-31,Product C,42,420
2025-01-01,Product A,36,720
2025-01-01,Product B,34,510
2025-01-01,Product C,19,190
2025-01-02,Product A,32,640
2025-01-02,Product B,30,450
2025-01-02,Product C,30,300
2025-01-03,Product A,22,440
2025-01-03,Product B,46,690
2025-01-03,Product C,42,420
2025-01-04,Product A,33,660
2025-01-04,Product B,20,300
2025-01-04,Product C,26,260
2025-01-05,Product A,13,260
2025-01-05,Product B,34,510
2025-01-05,Product C,39,390
2025-01-06,Product A,18,360
2025-01-06,Product B,30,450
2025-01-06,Product C,29,290
2025-01-07,Product A,28,560
2025-01-07,Product B,28,420
2025-01-07,Product C,21,210
2025-01-08,Product A,46,920
2025-01-08,Product B,26,390
2025-01-08,Product C,46,460
2025-01-09,Product A,48,960
2025-01-09,Product B,37,555
2025-01-09,Product C,44,440
2025-01-10,Product A,27,540
2025-01-10,Product B,23,345
2025-01-10,Product C,44,440
2025-01-11,Product A,16,320
2025-01-11,Product B,22,330
2025-01-11,Product C,27,270
2025-01-12,Product A,46,920
2025-01-12,Product B,22,330
2025-01-12,Product C,45,450
2025-01-13,Product A,40,800
2025-01-13,Product B,11,165
2025-01-13,Product C,25,250
2025-01-14,Product A,18,360
2025-01-14,Product B,18,270
2025-01-14,Product C,47,470
2025-01-15,Product A,20,400
2025-01-15,Product B,31,465
2025-01-15,Product C,42,420
2025-01-16,Product A,45,900
2025-01-16,Product B,32,480
2025-01-16,Product C,43,430
2025-01-17,Product A,18,360
2025-01-17,Product B,33,495
2025-01-17,Product C,17,170
2025-01-18,Product A,16,320
2025-01-18,Product B,45,675
2025-01-18,Product C,27,270
2025-01-19,Product A,12,240
2025-01-19,Product B,37,555
2025-01-19,Product C,15,150
2025-01-20,Product A,30,600
2025-01-20,Product B,37,555
2025-01-20,Product C,49,490
2025-01-21,Product A,10,200
2025-01-21,Product B,45,675
2025-01-21,Product C,30,300
2025-01-22,Product A,44,880
2025-01-22,Product B,22,330
2025-01-22,Product C,19,190
2025-01-23,Product A,19,380
2025-01-23,Product B,22,330
2025-01-23,Product C,46,460
2025-01-24,Product A,47,940
2025-01-24,Product B,33,495
2025-01-24,Product C,11,110
2025-01-25,Product A,31,620
2025-01-25,Product B,26,390
2025-01-25,Product C,45,450
2025-01-26,Product A,23,460
2025-01-26,Product B,19,285
2025-01-26,Product C,44,440
2025-01-27,Product A,34,680
2025-01-27,Product B,12,180
2025-01-27,Product C,47,470
2025-01-28,Product A,26,520
2025-01-28,Product B,21,315
2025-01-28,Product C,33,330
2025-01-29,Product A,38,760
2025-01-29,Product B,34,510
2025-01-29,Product C,45,450
2025-01-30,Product A,35,700
2025-01-30,Product B,47,705
2025-01-30,Product C,10,100
2025-01-31,Product A,29,580
2025-01-31,Product B,37,555
2025-01-31,Product C,25,250
2025-02-01,Product A,26,520
2025-02-01,Product B,49,735
2025-02-01,Product C,37,370
2025-02-02,Product A,21,420
2025-02-02,Product B,36,540
2025-02-02,Product C,39,390
2025-02-03,Product A,43,860
2025-02-03,Product B,46,690
2025-02-03,Product C,15,150
2025-02-04,Product A,16,320
2025-02-04,Product B,41,615
2025-02-04,Product C,41,410
2025-02-05,Product A,34,680
2025-02-05,Product B,42,630
2025-02-05,Product C,16,160
2025-02-06,Product A,21,420
2025-02-06,Product B,25,375
2025-02-06,Product C,25,250
2025-02-07,Product A,45,900
2025-02-07,Product B,22,330
2025-02-07,Product C,16,160
2025-02-08,Product A,45,900
2025-02-08,Product B,18,270
2025-02-08,Product C,41,410
2025-02-09,Product A,20,400
2025-02-09,Product B,17,255
2025-02-09,Product C,42,420
2025-02-10,Product A,32,640
2025-02-10,Product B,34,510
2025-02-10,Product C,17,170
2025-02-11,Product A,31,620
2025-02-11,Product B,13,195
2025-02-11,Product C,49,490
2025-02-12,Product A,12,240
2025-02-12,Product B,38,570
2025-02-12,Product C,38,380
2025-02-13,Product A,43,860
2025-02-13,Product B,43,645
2025-02-13,Product C,37,370
2025-02-14,Product A,22,440
2025-02-14,Product B,24,360
2025-02-14,Product C,32,320
2025-02-15,Product A,35,700
2025-02-15,Product B,13,195
2025-02-15,Product C,35,350
2025-02-16,Product A,49,980
2025-02-16,Product B,18,270
2025-02-16,Product C,14,140
2025-02-17,Product A,41,820
2025-02-17,Product B,29,435
2025-02-17,Product C,20,200
2025-02-18,Product A,24,480
2025-02-18,Product B,41,615
2025-02-18,Product C,37,370
2025-02-19,Product A,31,620
2025-02-19,Product B,26,390
2025-02-19,Product C,35,350
2025-02-20,Product A,16,320
2025-02-20,Product B,35,525
2025-02-20,Product C,34,340
2025-02-21,Product A,19,380
2025-02-21,Product B,28,420
2025-02-21,Product C,20,200
2025-02-22,Product A,22,440
2025-02-22,Product B,17,255
2025-02-22,Product C,49,490
2025-02-23,Product A,13,260
2025-02-23,Product B,40,600
2025-02-23,Product C,37,370
2025-02-24,Product A,20,400
2025-02-24,Product B,10,150
2025-02-24,Product C,47,470
2025-02-25,Product A,33,660
2025-02-25,Product B,40,600
2025-02-25,Product C,35,350
2025-02-26,Product A,14,280
2025-02-26,Product B,29,435
2025-02-26,Product C,20,200
2025-02-27,Product A,42,840
2025-02-27,Product B,47,705
2025-02-27,Product C,36,360
2025-02-28,Product A,43,860
2025-02-28,Product B,24,360
2025-02-28,Product C,41,410
2025-03-01,Product A,30,600
2025-03-01,Product B,14,210
2025-03-01,Product C,15,150
2025-03-02,Product A,47,940
2025-03-02,Product B,31,465
2025-03-02,Product C,27,270
2025-03-03,Product A,23,460
2025-03-03,Product B,19,285
2025-03-03,Product C,22,220
2025-03-04,Product A,40,800
2025-03-04,Product B,39,585
2025-03-04,Product C,12,120
2025-03-05,Product A,39,780
2025-03-05,Product B,15,225
2025-03-05,Product C,38,380
2025-03-06,Product A,17,340
2025-03-06,Product B,42,630
2025-03-06,Product C,26,260
2025-03-07,Product A,20,400
2025-03-07,Product B,22,330
2025-03-07,Product C,20,200
2025-03-08,Product A,40,800
2025-03-08,Product B,37,555
2025-03-08,Product C,15,150
2025-03-09,Product A,25,500
2025-03-09,Product B,13,195
2025-03-09,Product C,44,440
2025-03-10,Product A,35,700
2025-03-10,Product B,21,315
2025-03-10,Product C,20,200
2025-03-11,Product A,46,920
2025-03-11,Product B,34,510
2025-03-11,Product C,27,270
2025-03-12,Product A,28,560
2025-03-12,Product B,32,480
2025-03-12,Product C,47,470
2025-03-13,Product A,27,540
2025-03-13,Product B,35,525
2025-03-13,Product C,15,150
2025-03-14,Product A,13,260
2025-03-14,Product B,38,570
2025-03-14,Product C,43,430
2025-03-15,Product A,26,520
2025-03-15,Product B,25,375
2025-03-15,Product C,11,110
2025-03-16,Product A,43,860
2025-03-16,Product B,17,255
2025-03-16,Product C,22,220
2025-03-17,Product A,17,340
2025-03-17,Product B,39,585
2025-03-17,Product C,41,410
2025-03-18,Product A,45,900
2025-03-18,Product B,39,585
2025-03-18,Product C,10,100
2025-03-19,Product A,48,960
2025-03-19,Product B,26,390
2025-03-19,Product C,29,290
2025-03-20,Product A,33,660
2025-03-20,Product B,31,465
2025-03-20,Product C,38,380
2025-03-21,Product A,31,620
2025-03-21,Product B,18,270
2025-03-21,Product C,46,460
2025-03-22,Product A,19,380
2025-03-22,Product B,45,675
2025-03-22,Product C,46,460
2025-03-23,Product A,37,740
2025-03-23,Product B,37,555
2025-03-23,Product C,30,300
2025-03-24,Product A,33,660
2025-03-24,Product B,49,735
2025-03-24,Product C,11,110
2025-03-25,Product A,17,340
2025-03-25,Product B,36,540
2025-03-25,Product C,31,310
2025-03-26,Product A,46,920
2025-03-26,Product B,36,540
2025-03-26,Product C,38,380
2025-03-27,Product A,12,240
2025-03-27,Product B,22,330
2025-03-27,Product C,19,190
2025-03-28,Product A,45,900
2025-03-28,Product B,18,270
2025-03-28,Product C,36,360
2025-03-29,Product A,43,860
2025-03-29,Product B,10,150
2025-03-29,Product C,41,410
2025-03-30,Product A,34,680
2025-03-30,Product B,38,570
2025-03-30,Product C,16,160
2025-03-31,Product A,12,240
2025-03-31,Product B,29,435
2025-03-31,Product C,29,290
2025-04-01,Product A,39,780
2025-04-01,Product B,44,660
2025-04-01,Product C,44,440
2025-04-02,Product A,48,960
2025-04-02,Product B,36,540
2025-04-02,Product C,35,350
2025-04-03,Product A,23,460
2025-04-03,Product B,26,390
2025-04-03,Product C,27,270
2025-04-04,Product A,38,760
2025-04-04,Product B,29,435
2025-04-04,Product C,36,360
2025-04-05,Product A,27,540
2025-04-05,Product B,13,195
2025-04-05,Product C,10,100
2025-04-06,Product A,10,200
2025-04-06,Product B,35,525
2025-04-06,Product C,29,290
2025-04-07,Product A,32,640
2025-04-07,Product B,19,285
2025-04-07,Product C,20,200
2025-04-08,Product A,14,280
2025-04-08,Product B,10,150
2025-04-08,Product C,26,260
2025-04-09,Product A,31,620
2025-04-09,Product B,43,645
2025-04-09,Product C,38,380
2025-04-10,Product A,13,260
2025-04-10,Product B,14,210
2025-04-10,Product C,20,200
2025-04-11,Product A,30,600
2025-04-11,Product B,44,660
2025-04-11,Product C,21,210
2025-04-12,Product A,35,700
2025-04-12,Product B,28,420
2025-04-12,Product C,16,160
2025-04-13,Product A,16,320
2025-04-13,Product B,35,525
2025-04-13,Product C,49,490
2025-04-14,Product A,14,280
2025-04-14,Product B,30,450
2025-04-14,Product C,23,230
2025-04-15,Product A,13,260
2025-04-15,Product B,32,480
2025-04-15,Product C,29,290
2025-04-16,Product A,24,480
2025-04-16,Product B,38,570
2025-04-16,Product C,17,170
2025-04-17,Product A,28,560
2025-04-17,Product B,48,720
2025-04-17,Product C,37,370
2025-04-18,Product A,36,720
2025-04-18,Product B,13,195
2025-04-18,Product C,24,240
2025-04-19,Product A,44,880
2025-04-19,Product B,46,690
2025-04-19,Product C,10,100
2025-04-20,Product A,12,240
2025-04-20,Product B,33,495
2025-04-20,Product C,36,360
2025-04-21,Product A,49,980
2025-04-21,Product B,45,675
2025-04-21,Product C,43,430
2025-04-22,Product A,38,760
2025-04-22,Product B,33,495
2025-04-22,Product C,33,330
2025-04-23,Product A,13,260
2025-04-23,Product B,12,180
2025-04-23,Product C,43,430
2025-04-24,Product A,32,640
2025-04-24,Product B,32,480
2025-04-24,Product C,14,140
2025-04-25,Product A,40,800
2025-04-25,Product B,15,225
2025-04-25,Product C,46,460
2025-04-26,Product A,19,380
2025-04-26,Product B,49,735
2025-04-26,Product C,16,160
2025-04-27,Product A,48,960
2025-04-27,Product B,47,705
2025-04-27,Product C,30,300
2025-04-28,Product A,29,580
2025-04-28,Product B,12,180
2025-04-28,Product C,31,310
2025-04-29,Product A,13,260
2025-04-29,Product B,37,555
2025-04-29,Product C,21,210
2025-04-30,Product A,47,940
2025-04-30,Product B,45,675
2025-04-30,Product C,14,140
2025-05-01,Product A,22,440
2025-05-01,Product B,32,480
2025-05-01,Product C,39,390
2025-05-02,Product A,46,920
2025-05-02,Product B,34,510
2025-05-02,Product C,36,360
2025-05-03,Product A,23,460
2025-05-03,Product B,45,675
2025-05-03,Product C,48,480
2025-05-04,Product A,25,500
2025-05-04,Product B,31,465
2025-05-04,Product C,30,300
2025-05-05,Product A,30,600
2025-05-05,Product B,17,255
2025-05-05,Product C,25,250
2025-05-06,Product A,40,800
2025-05-06,Product B,19,285
2025-05-06,Product C,41,410
2025-05-07,Product A,43,860
2025-05-07,Product B,18,270
2025-05-07,Product C,26,260
2025-05-08,Product A,20,400
2025-05-08,Product B,41,615
2025-05-08,Product C,19,190
2025-05-09,Product A,31,620
2025-05-09,Product B,26,390
2025-05-09,Product C,13,130
2025-05-10,Product A,34,680
2025-05-10,Product B,30,450
2025-05-10,Product C,46,460
2025-05-11,Product A,47,940
2025-05-11,Product B,10,150
2025-05-11,Product C,34,340
2025-05-12,Product A,45,900
2025-05-12,Product B,26,390
2025-05-12,Product C,33,330
2025-05-13,Product A,11,220
2025-05-13,Product B,49,735
2025-05-13,Product C,24,240
2025-05-14,Product A,41,820
2025-05-14,Product B,48,720
2025-05-14,Product C,15,150
2025-05-15,Product A,10,200
2025-05-15,Product B,32,480
2025-05-15,Product C,48,480
2025-05-16,Product A,26,520
2025-05-16,Product B,43,645
2025-05-16,Product C,38,380
2025-05-17,Product A,18,360
2025-05-17,Product B,22,330
2025-05-17,Product C,15,150
2025-05-18,Product A,15,300
2025-05-18,Product B,29,435
2025-05-18,Product C,12,120
2025-05-19,Product A,26,520
2025-05-19,Product B,21,315
2025-05-19,Product C,10,100
2025-05-20,Product A,26,520
2025-05-20,Product B,12,180
2025-05-20,Product C,35,350
2025-05-21,Product A,24,480
2025-05-21,Product B,45,675
2025-05-21,Product C,41,410
2025-05-22,Product A,41,820
2025-05-22,Product B,13,195
2025-05-22,Product C,27,270
2025-05-23,Product A,28,560
2025-05-23,Product B,44,660
2025-05-23,Product C,49,490
2025-05-24,Product A,23,460
2025-05-24,Product B,42,630
2025-05-24,Product C,23,230
2025-05-25,Product A,43,860
2025-05-25,Product B,13,195
2025-05-25,Product C,33,330
2025-05-26,Product A,38,760
2025-05-26,Product B,28,420
2025-05-26,Product C,15,150
